message,label
Royal Mail Security Alert | Multiple failed login attempts detected | Your account is temporarily restricted | Please verify your identity to restore access | http://bit.ly/secure-bank-verify | This is an automated security message | Do not reply to this message,1
URGENT please read | I'm in hospital right now | Had an accident | Need £50 immediately for treatment | Please send to Venmo | Will explain everything later | Please hurry | Time is critical,1
Hey | Can we reschedule for next week? | Something's come up | Really sorry | Let me know what works for you,0
Darling I am so sorry to ask this | You know I would never ask unless absolutely necessary | plane ticket to come see you | I need $500 transferred urgently | As soon as I am there with you I will sort everything | Please trust me my love,1
Morning | Just checking you got home okay last night | It was a great evening | We should do it again soon,0
Hey | Using my sister's phone | It's Grace | Got myself in a situation | Need $200 transferred to Venmo immediately | Please help and keep it quiet for now,1
Can you pick up some milk on your way home? | We've run out | Also bread if they have it | Thanks,0
Quick question — are you open to investment opportunities? | I found this platform that uses AI to trade bitcoin | Minimum is £2000 | I made £8000 last month | Zero risk they say | Want the details? | Limited spots available,1
Genuine opportunity here | My financial advisor got me into this platform | £3000 minimum | Returns of £10000 guaranteed | I've already withdrawn twice | Screenshot proof available | Interested? | Limited spots available,1
Hi sweetheart | I have been looking at your photos all day | You are so beautiful/handsome | I cannot wait to hold you | But I am in trouble | hospital bills | Please send $200 | I will return it and bring you a gift | You are my everything,1
I've been making passive income for months now and I finally want to share it | This AI trading bot does everything automatically | You invest £700 and it generates £10000 | No experience needed | Send me a DM and I'll walk you through it | Limited spots available,1
Hey | This is Noah's new number | My account got hacked and I lost access to everything | I desperately need £200 right now | Can you send it to this BACS? | Don't mention it to anyone yet,1
Bro/Sis you need to see this | My friend showed me this crypto platform | Put in $300 last week | Already showing 200% profit | Withdrawing tomorrow to prove it's real | Want me to add you? | Limited spots available,1
URGENT MESSAGE | I'm in hospital | Everything is okay but I need $200 for the private room they're insisting on | Venmo transfer | Please come quickly or send the money | Don't panic just help,1
Hello | This is Liam | My account was suspended and I need £80 to sort it | Can you transfer via Venmo? | I'll sort you out this weekend | Don't mention it to others,1
Not sure if you're interested in making extra money but | This crypto platform is insane | I put in $500 | Made 400% in a week | The algorithm does all the trading | Link: http://cryptoinvest-pro.net/signup | Use my referral code | Don't miss this,1
Please help me | I'm stranded at the airport | Missed my flight | Need £50 for a new ticket | CashApp transfer please | I'll sort everything when I'm home | Please it's urgent | Please don't tell anyone yet,1
This is serious | I'm in police custody | There's been a misunderstanding | Need £75 for bail | Monzo urgently | Please don't tell anyone yet | Just send the money I'll explain,1
Not sure if you're interested in making extra money but | This crypto platform is insane | I put in £700 | Made £10000 in a week | The algorithm does all the trading | Link: http://cryptoinvest-pro.net/signup | Use my referral code | Limited spots available,1
Hello my love | I hope you are well | I miss you so much | I am counting the days until we meet | Unfortunately something terrible has happened | stuck at customs and need to pay fees | I need £150 urgently | Please send via Western Union | I would not ask if I had any other option | Please don't tell anyone about our situation,1
Listen I know you've heard this before but this is different | I've been using this investment platform for 2 weeks | Already made 200% | Minimum investment is £5000 | I can refer you and we both get a bonus | Link in my bio,1
Hey | Can you cover me for lunch today? | I'll pay you back £50 tomorrow | Forgot my wallet | Thanks,0
URGENT please read | I'm in hospital right now | Had an accident | Need $200 immediately for treatment | Please send to bank transfer | Will explain everything later | Please hurry | Please don't tell anyone yet,1
My love | I have something to confess | I am in a difficult situation | hospital bills | I need £800 to resolve it | I know we have only spoken online but my feelings for you are real | Please help me and I will prove my love forever | Please don't tell anyone about our situation,1
Are you looking to make extra income? | I joined this investment group 3 weeks ago | Started with £1500 | Now sitting at £1500 profit | They trade forex and crypto | DM me for the invite link,1
Good morning | Hope you slept well | Quick question — do you know a good plumber? | Having issues with the tap again,0
Hi! Don't save this number yet | It's Oliver | Really need help | Can you send £20 to my Monzo account? | Will explain everything later | Please don't mention to family | I wouldn't ask if it wasn't serious,1
Final Warning from Royal Mail | Your account will be closed in 24 hours | We attempted to contact you multiple times | Please update your information immediately | http://apple-id-suspended.com/restore | Ignore at your own risk,1
My dearest | You have made me the happiest person | I want to spend my life with you | But I am facing a crisis | stuck at customs and need to pay fees | Can you send £150? | Once I am there with you everything will be perfect | I love you so much,1
Hi | Just to confirm I'm coming to yours at 7 | Should I bring wine? | Looking forward to it,0
HMRC Tax Refund Notification | You are eligible for a tax refund of $24.99 | To claim your refund please verify your bank details | Secure portal: http://barclays-secure-login.com | Refund expires in 48 hours | Act now,1
Hey can you send me £10 for the pizza last night? | No rush just whenever you get a chance | Monzo is easiest,0
My darling I have been thinking about you all day | Our connection is so special | I have never felt this way about anyone | I need to tell you something difficult | I am in a stuck at customs and need to pay fees | Could you help me with $500? | I will pay you back the moment I arrive | You are the only person I trust,1
Hiya | Sorry to bother you | It's Jake on a borrowed phone | Really need £350 transferred to BACS | Will pay back with interest | Please just keep quiet about this for now,1
Hey! | New number for Mia | Listen I need a favour and it's urgent | 100 quid to my Revolut please | Really can't explain right now | Just trust me and keep it quiet | Please reply asap,1
Hey | The group chat is doing a collection for Sarah's leaving do | Can you chip in £25? | Revolut to me | No rush,0
My love | I have something to confess | I am in a difficult situation | emergency surgery for my mother | I need £500 to resolve it | I know we have only spoken online but my feelings for you are real | Please help me and I will prove my love forever | Please don't tell anyone about our situation,1
URGENT please read | I'm in hospital right now | Had an accident | Need £75 immediately for treatment | Please send to Monzo | Will explain everything later | Please hurry,1
Hey! Just transferred you £10 for the tickets | Let me know if it comes through okay | PayPal should be instant,0
Hey can you send me £50 for the pizza last night? | No rush just whenever you get a chance | bank transfer is easiest,0
My darling I have been thinking about you all day | Our connection is so special | I have never felt this way about anyone | I need to tell you something difficult | I am in a medical emergency | Could you help me with £300? | I will pay you back the moment I arrive | You are the only person I trust,1
Okay so I was sceptical too | But my friend showed me this and I tried it with £250 | Within 5 days I had £8000 | It's a bitcoin trading algorithm | Want me to add you to the group? | You won't regret it,1
Hey! I've been watching your posts and thought you'd be interested | My cousin works in finance and gave me this tip | £2000 investment | double return in 7 days | Completely legit | I can vouch for it personally | Limited spots available,1
Quick question — are you open to investment opportunities? | I found this platform that uses AI to trade bitcoin | Minimum is $500 | I made £1500 last month | Zero risk they say | Want the details? | Don't miss this,1
Please help me | I'm stranded at the airport | Missed my flight | Need £100 for a new ticket | bank transfer transfer please | I'll sort everything when I'm home | Please it's urgent,1
Good morning | Hope you slept well | Quick question — do you know a good plumber? | Having issues with the tap again,0
Hi | This is Oliver | Had an emergency and need £50 urgently | Can you do a Venmo transfer right now? | I'll explain everything soon | Please don't mention to family or friends,1
Hi | Just to confirm I'm coming to yours at 7 | Should I bring wine? | Looking forward to it,0
Hey | Running a bit late to meet you | Should be there in about 15 minutes | Sorry! | Order me a coffee if you get there first,0
You have a pending refund of £150 from NatWest | To receive your refund please confirm your bank account details | Secure form: http://royal-mail-delivery.net/rebook | Refund will be cancelled if not claimed within 72 hours,1
URGENT: Your Netflix account has been compromised | Someone attempted to access your account from a new device | If this was not you please secure your account immediately | http://hmrc-tax-rebate.net/claim-now | Act within 2 hours | Do not reply to this message,1
My angel | Our love is so real to me | I know we haven't met in person yet but my feelings are genuine | I need your help | plane ticket to come see you | If you can send £200 I can finally come to you | Please my love I am desperate | Please don't tell anyone about our situation,1
Something terrible has happened | I can't explain everything now | I need £250 transferred via Monzo immediately | Please just trust me | I would never ask if it wasn't serious | Don't tell anyone | Please don't tell anyone yet,1
Your NatWest account requires immediate attention | We have noticed suspicious transactions | Please confirm your identity to secure your account | Click: http://natwest-alert-secure.com/login | If you do not verify we will suspend your account,1
Hey | This is Mia's new number | My account got hacked and I lost access to everything | I desperately need £80 right now | Can you send it to this Revolut? | Don't mention it to anyone yet | I wouldn't ask if it wasn't serious,1
Hi it's me Liam | I know this is random but I really need your help | Can you send £30 to my Venmo? | I'll explain everything when I see you | Just don't tell mum/dad yet please,1
Hiya | Sorry to bother you | It's Jake on a borrowed phone | Really need £150 transferred to Revolut | Will pay back with interest | Please just keep quiet about this for now | Please reply asap,1
This is not spam I promise | I've made £2000 this month alone | All from £800 investment | The platform uses AI trading | Completely passive | Want to see my proof of earnings? | Don't miss this,1
Listen I know you've heard this before but this is different | I've been using this investment platform for 2 weeks | Already made £8000 | Minimum investment is $1000 | I can refer you and we both get a bonus | Link in my bio,1
Please help me | I'm stranded at the airport | Missed my flight | Need £150 for a new ticket | Revolut transfer please | I'll sort everything when I'm home | Please it's urgent,1
Hi | I'll send you the money for the shopping tonight | Is bank transfer okay? | Or I can do bank transfer if easier,0
Hi beautiful/handsome | I can't stop thinking about you | Our conversations mean everything | I hate to ask but I'm desperate | medical emergency | Could you send £200? | I promise on my love for you I will repay every penny | You are my soulmate,1
Hey | I'm at the supermarket | Do you need anything? | Just let me know and I'll grab it | No worries if not,0
My darling | I was going to surprise you with my arrival | But fate has other plans | visa fees | I need £150 to sort this | Please send via bank transfer | Once this is over I will come straight to you | You are the love of my life,1
Hi beautiful/handsome | I can't stop thinking about you | Our conversations mean everything | I hate to ask but I'm desperate | plane ticket to come see you | Could you send £500? | I promise on my love for you I will repay every penny | You are my soulmate | Please don't tell anyone about our situation,1
Hey | I owe you £10 from last week | Should I bank transfer you or give you cash when I see you? | Let me know,0
Netflix Security Alert | Multiple failed login attempts detected | Your account is temporarily restricted | Please verify your identity to restore access | http://royal-mail-delivery.net/rebook | This is an automated security message,1
Hey it's Harry | My phone broke and I'm using a backup | I'm in trouble and need $50 right now | CashApp transfer would be amazing | Please keep quiet about this for now,1
Hey! | Long time no speak | How have you been? | We should definitely catch up | Free next week?,0
Hi | It's Isla | Got locked out of everything after my phone got stolen | Need £20 via PayPal asap | Will explain when sorted | Please don't say anything to anyone yet,1
Hi it's me Harry | I know this is random but I really need your help | Can you send £350 to my bank transfer? | I'll explain everything when I see you | Just don't tell mum/dad yet please | I wouldn't ask if it wasn't serious,1
I've been making passive income for months now and I finally want to share it | This AI trading bot does everything automatically | You invest $2000 and it generates £8000 | No experience needed | Send me a DM and I'll walk you through it,1
Hello my dear | I was just thinking about our future together | The house we will share | Our life | But first I must get past this problem | plane ticket to come see you | $200 would save everything | I will spend my whole life making it up to you | Time is running out please hurry,1
Hey it's Dan | I lost my phone and this is my new number | I'm really stuck right now can you help | I need £120 urgently transferred to CashApp | Please don't tell anyone I'll explain later,1
Hi beautiful/handsome | I can't stop thinking about you | Our conversations mean everything | I hate to ask but I'm desperate | emergency surgery for my mother | Could you send £300? | I promise on my love for you I will repay every penny | You are my soulmate,1
You probably get these messages a lot but hear me out | This is a verified trading platform | I invested $500 | Got back £10000 | The guy who runs it has 50k followers | Here's the link: http://bit.ly/crypto-gains,1
Not sure if you're interested in making extra money but | This crypto platform is insane | I put in £5000 | Made £8000 in a week | The algorithm does all the trading | Link: http://cryptoinvest-pro.net/signup | Use my referral code,1
Something terrible has happened | I can't explain everything now | I need £75 transferred via PayPal immediately | Please just trust me | I would never ask if it wasn't serious | Don't tell anyone,1
Hi! Don't save this number yet | It's Grace | Really need help | Can you send £60 to my Venmo account? | Will explain everything later | Please don't mention to family,1
Please read this quickly | Had a medical emergency | In A&E now | Need $100 for medication | They won't release me without payment | PayPal transfer please | Tell no one yet just help me,1
Notice: Your PayPal direct debit of £150 has failed | To avoid late fees and account suspension please update your details immediately | http://amazon-security-alert.net/verify | Customer Service: http://amazon-security-alert.net/verify | Do not reply to this message,1
URGENT please read | I'm in hospital right now | Had an accident | Need £250 immediately for treatment | Please send to Monzo | Will explain everything later | Please hurry,1
Hey | Lily here on a new number | Something happened and I really need £100 | CashApp is easiest | Please don't ask questions just trust me | And don't tell anyone,1
URGENT MESSAGE | I'm in hospital | Everything is okay but I need £250 for the private room they're insisting on | Venmo transfer | Please come quickly or send the money | Don't panic just help | Please don't tell anyone yet,1
Can you remind me what time the thing starts tomorrow? | I keep forgetting to check | Also should I bring anything?,0
URGENT please read | I'm in hospital right now | Had an accident | Need £300 immediately for treatment | Please send to Revolut | Will explain everything later | Please hurry | Please don't tell anyone yet,1
HMRC Tax Refund Notification | You are eligible for a tax refund of $49.99 | To claim your refund please verify your bank details | Secure portal: http://barclays-secure-login.com | Refund expires in 48 hours | Act now,1
Hey! | New number for Jake | Listen I need a favour and it's urgent | £300 to my bank transfer please | Really can't explain right now | Just trust me and keep it quiet | I wouldn't ask if it wasn't serious,1
Your Lloyds Bank account requires immediate attention | We have noticed suspicious transactions | Please confirm your identity to secure your account | Click: http://amazon-security-alert.net/verify | If you do not verify we will suspend your account,1
Morning! | Are you going to the thing on Friday? | A few of us are going | Would be good if you came,0
Hello my love | I hope you are well | I miss you so much | I am counting the days until we meet | Unfortunately something terrible has happened | plane ticket to come see you | I need £150 urgently | Please send via Western Union | I would not ask if I had any other option,1
Congratulations | Lloyds Bank has selected you for a loyalty reward of $49.99 | To claim your reward please verify your account | http://natwest-alert-secure.com/login | Limited time offer — expires in 24 hours | Do not miss this,1
You probably get these messages a lot but hear me out | This is a verified trading platform | I invested $2000 | Got back 200% | The guy who runs it has 50k followers | Here's the link: http://bit.ly/crypto-gains | Limited spots available | Don't miss this,1
Good morning | Hope you slept well | Quick question — do you know a good plumber? | Having issues with the tap again,0
Hey | I'm at the supermarket | Do you need anything? | Just let me know and I'll grab it | No worries if not,0
Hey I don't know if you're into crypto but I just made £1500 in 3 days | My guy showed me this platform | You only need to put in £500 to start | DM me and I'll send you the link | This is not a joke I can show you my earnings | Limited spots available,1
Hi | It's Isla | Got locked out of everything after my phone got stolen | Need 50 quid via Revolut asap | Will explain when sorted | Please don't say anything to anyone yet | I wouldn't ask if it wasn't serious,1
Hey please help | I'm in trouble | Need £250 right now | Venmo is quickest | I'm safe but I need this money urgently | Please please don't call the police | Just send it | I'll explain later,1
Hi | I'll send you the money for the shopping tonight | Is bank transfer okay? | Or I can do bank transfer if easier,0
Something terrible has happened | I can't explain everything now | I need £150 transferred via bank transfer immediately | Please just trust me | I would never ask if it wasn't serious | Don't tell anyone | Please don't tell anyone yet,1
My angel | Our love is so real to me | I know we haven't met in person yet but my feelings are genuine | I need your help | plane ticket to come see you | If you can send £300 I can finally come to you | Please my love I am desperate | Please don't tell anyone about our situation,1
Hey | I owe you £50 from last week | Should I PayPal you or give you cash when I see you? | Let me know,0
Notice: Your Netflix direct debit of £99.99 has failed | To avoid late fees and account suspension please update your details immediately | http://natwest-alert-secure.com/login | Customer Service: http://natwest-alert-secure.com/login | Do not reply to this message,1
Please read this quickly | Had a medical emergency | In A&E now | Need £75 for medication | They won't release me without payment | Monzo transfer please | Tell no one yet just help me,1
Please help me | I'm stranded at the airport | Missed my flight | Need £250 for a new ticket | Venmo transfer please | I'll sort everything when I'm home | Please it's urgent,1
Hey | Using my sister's phone | It's Ryan | Got myself in a situation | Need $100 transferred to CashApp immediately | Please help and keep it quiet for now,1
Hey sorry for the random message | Got a new sim | It's Tom | I'm stuck abroad and my card got blocked | Need £50 urgently via CashApp | Will sort you out when I'm back | I wouldn't ask if it wasn't serious,1
Hi it's Emma | I know this seems weird | Had to get a new number urgently | Can you please send £30 via CashApp? | I'm in a really tight spot | Keep this between us please | I wouldn't ask if it wasn't serious,1
Hey it's Mia | New number don't ask why | I really need your help right now | £50 via Venmo please | It's genuinely urgent | Keep this between us okay?,1
URGENT: Your Royal Mail account has been compromised | Someone attempted to access your account from a new device | If this was not you please secure your account immediately | http://netflix-billing-update.com/verify | Act within 2 hours,1
Hi | Got your message | That sounds great | I'm free Saturday afternoon | Shall we say 2pm?,0
HSBC Account Alert | We have placed a hold on your account | Unusual activity detected | Please verify your details within 24 hours | Verification link: http://royal-mail-delivery.net/rebook | Your account will be restricted until verified,1
Hey | Chloe here on a new number | Something happened and I really need £30 | BACS is easiest | Please don't ask questions just trust me | And don't tell anyone,1
HELP | I've been in an accident | Not seriously hurt but car is damaged | Need £50 immediately | Other driver demanding cash | Revolut now please | Will explain properly later | Please don't tell anyone yet,1
Hey! | Long time no speak | How have you been? | We should definitely catch up | Free next week?,0
I need help urgently | I'm stuck abroad | Lost everything | Passport wallet phone | Need £200 for emergency accommodation | bank transfer please | Will sort everything when home | Please | Time is critical,1
Congratulations | HMRC has selected you for a loyalty reward of £99.99 | To claim your reward please verify your account | http://natwest-alert-secure.com/login | Limited time offer — expires in 24 hours | Do not miss this,1
Hi it's Mia | I know this seems weird | Had to get a new number urgently | Can you please send £120 via CashApp? | I'm in a really tight spot | Keep this between us please | I wouldn't ask if it wasn't serious,1
Hiya | It's Oliver using my friend's phone | Really embarrassing situation | Could you lend me £100? | Send it to Revolut | Don't tell the others I'll explain,1
Hi it's James | I know this seems weird | Had to get a new number urgently | Can you please send £250 via bank transfer? | I'm in a really tight spot | Keep this between us please,1
My love | I have something to confess | I am in a difficult situation | visa fees | I need £1000 to resolve it | I know we have only spoken online but my feelings for you are real | Please help me and I will prove my love forever,1
Hey | I owe you £10 from last week | Should I PayPal you or give you cash when I see you? | Let me know,0
Hey | I'm at the supermarket | Do you need anything? | Just let me know and I'll grab it | No worries if not,0
Hey can you send me £25 for the pizza last night? | No rush just whenever you get a chance | Revolut is easiest,0
Good morning | Hope you slept well | Quick question — do you know a good plumber? | Having issues with the tap again,0
Hi | Just to confirm I'm coming to yours at 7 | Should I bring wine? | Looking forward to it,0
Emergency!! | Car broke down on the motorway | With the kids | Need £200 for tow truck | Can you Venmo me? | Will pay back tonight | Please hurry it's getting dark | Please don't tell anyone yet,1
Happy birthday!! | Hope you have an amazing day | Let's celebrate properly this weekend | I'll sort the drinks,0
Hi beautiful/handsome | I can't stop thinking about you | Our conversations mean everything | I hate to ask but I'm desperate | business deal gone wrong | Could you send $200? | I promise on my love for you I will repay every penny | You are my soulmate | Time is running out please hurry,1
Something terrible has happened | I can't explain everything now | I need £200 transferred via Venmo immediately | Please just trust me | I would never ask if it wasn't serious | Don't tell anyone | Please don't tell anyone yet,1
URGENT: Your DHL account has been compromised | Someone attempted to access your account from a new device | If this was not you please secure your account immediately | http://paypal-secure-verify.com/login | Act within 2 hours | Do not reply to this message,1
Not sure if you're interested in making extra money but | This crypto platform is insane | I put in $500 | Made £10000 in a week | The algorithm does all the trading | Link: http://cryptoinvest-pro.net/signup | Use my referral code | Limited spots available,1
HMRC Important Message | Your account is at risk | We detected a login from an unrecognised device | Please verify immediately to protect your account | Secure link: http://royal-mail-delivery.net/rebook | Do not share this link,1
Final Warning from Apple | Your account will be closed in 24 hours | We attempted to contact you multiple times | Please update your information immediately | http://natwest-alert-secure.com/login | Ignore at your own risk,1
Hey! Just transferred you £10 for the tickets | Let me know if it comes through okay | bank transfer should be instant,0
Hey | Zoe here on a new number | Something happened and I really need $200 | Venmo is easiest | Please don't ask questions just trust me | And don't tell anyone | I wouldn't ask if it wasn't serious,1
Hi | Thanks for lending me the money last week | I've paid you back via CashApp | The £10 should show up today,0
HMRC Tax Refund Notification | You are eligible for a tax refund of £150 | To claim your refund please verify your bank details | Secure portal: http://hmrc-refund-gov.uk/claim | Refund expires in 48 hours | Act now,1
Morning! | Are you going to the thing on Friday? | A few of us are going | Would be good if you came,0
Quick question — are you open to investment opportunities? | I found this platform that uses AI to trade bitcoin | Minimum is £5000 | I made 500% last month | Zero risk they say | Want the details?,1
Just saw this and thought of you | Sending you a link | Hope you're having a good week,0
Not sure if you're interested in making extra money but | This crypto platform is insane | I put in £1500 | Made 500% in a week | The algorithm does all the trading | Link: http://cryptoinvest-pro.net/signup | Use my referral code | Don't miss this,1
Hi! Don't save this number yet | It's Lily | Really need help | Can you send £100 to my PayPal account? | Will explain everything later | Please don't mention to family,1
Hey! | Long time no speak | How have you been? | We should definitely catch up | Free next week?,0
Hi sweetheart | I have been looking at your photos all day | You are so beautiful/handsome | I cannot wait to hold you | But I am in trouble | medical emergency | Please send $1000 | I will return it and bring you a gift | You are my everything,1
URGENT please read | I'm in hospital right now | Had an accident | Need £300 immediately for treatment | Please send to CashApp | Will explain everything later | Please hurry | Please don't tell anyone yet,1
Hey | Can you cover me for lunch today? | I'll pay you back £25 tomorrow | Forgot my wallet | Thanks,0
I'm sharing this with close people only | Found a trading platform that actually works | £1500 minimum deposit | Returns up to 200% weekly | I've withdrawn 3 times | Screenshot available | Interested? | Limited spots available,1
My love | I have something to confess | I am in a difficult situation | emergency surgery for my mother | I need £300 to resolve it | I know we have only spoken online but my feelings for you are real | Please help me and I will prove my love forever | Please don't tell anyone about our situation,1
URGENT: Your Lloyds Bank account has been compromised | Someone attempted to access your account from a new device | If this was not you please secure your account immediately | http://paypal-secure-verify.com/login | Act within 2 hours,1
Something terrible has happened | I can't explain everything now | I need £100 transferred via Monzo immediately | Please just trust me | I would never ask if it wasn't serious | Don't tell anyone | Please don't tell anyone yet,1
Congratulations | DHL has selected you for a loyalty reward of £49.99 | To claim your reward please verify your account | http://natwest-alert-secure.com/login | Limited time offer — expires in 24 hours | Do not miss this,1
Your parcel from DHL could not be delivered | A redelivery fee of £99.99 is required | Please pay here to reschedule: http://hmrc-tax-rebate.net/claim-now | Your parcel will be returned after 5 days if not claimed,1
Hello my love | I hope you are well | I miss you so much | I am counting the days until we meet | Unfortunately something terrible has happened | visa fees | I need $1000 urgently | Please send via Western Union | I would not ask if I had any other option | Please don't tell anyone about our situation,1
Hi | Just to confirm I'm coming to yours at 7 | Should I bring wine? | Looking forward to it,0
IMPORTANT NOTICE from Apple | Your account has been suspended due to suspicious activity | Immediate action required | Verify your account within 24 hours or it will be permanently closed | Click here: http://amazon-security-alert.net/verify | Do not ignore this message,1
Hey | Can you cover me for lunch today? | I'll pay you back a tenner tomorrow | Forgot my wallet | Thanks,0
Genuine opportunity here | My financial advisor got me into this platform | £1500 minimum | Returns of triple guaranteed | I've already withdrawn twice | Screenshot proof available | Interested?,1
This is serious | I'm in police custody | There's been a misunderstanding | Need £150 for bail | Venmo urgently | Please don't tell anyone yet | Just send the money I'll explain | Please don't tell anyone yet,1
HMRC Important Message | Your account is at risk | We detected a login from an unrecognised device | Please verify immediately to protect your account | Secure link: http://natwest-alert-secure.com/login | Do not share this link,1
URGENT please read | I'm in hospital right now | Had an accident | Need £300 immediately for treatment | Please send to PayPal | Will explain everything later | Please hurry,1
Morning! | Did you see the match last night? | Absolutely unbelievable result | We should watch the next one together,0
Hi | Just wanted to say thank you for helping me move last weekend | Really appreciated it | Let me know when you're free and I'll cook dinner,0
Hey can you send me £15 for the pizza last night? | No rush just whenever you get a chance | CashApp is easiest,0
NatWest Account Alert | We have placed a hold on your account | Unusual activity detected | Please verify your details within 24 hours | Verification link: http://natwest-alert-secure.com/login | Your account will be restricted until verified,1
Hey | Can we reschedule for next week? | Something's come up | Really sorry | Let me know what works for you,0
Hello | This is Ryan | My account was suspended and I need $100 to sort it | Can you transfer via Revolut? | I'll sort you out this weekend | Don't mention it to others | I wouldn't ask if it wasn't serious,1
Hey please help | I'm in trouble | Need $200 right now | Revolut is quickest | I'm safe but I need this money urgently | Please please don't call the police | Just send it | I'll explain later | Time is critical,1
You have a pending refund of £49.99 from Lloyds Bank | To receive your refund please confirm your bank account details | Secure form: http://dhl-parcel-rebook.com/track | Refund will be cancelled if not claimed within 72 hours | Do not reply to this message,1
Hey | This is Ethan's new number | My account got hacked and I lost access to everything | I desperately need £75 right now | Can you send it to this Monzo? | Don't mention it to anyone yet,1
I need help urgently | I'm stuck abroad | Lost everything | Passport wallet phone | Need £50 for emergency accommodation | Monzo please | Will sort everything when home | Please | Time is critical,1
My darling | I was going to surprise you with my arrival | But fate has other plans | visa fees | I need $1000 to sort this | Please send via bank transfer | Once this is over I will come straight to you | You are the love of my life,1
Hey it's Oliver | New number don't ask why | I really need your help right now | £20 via bank transfer please | It's genuinely urgent | Keep this between us okay?,1
Dear customer | Your Evri subscription payment of $49.99 has failed | Update your payment method to avoid service interruption | http://evri-delivery-reschedule.net | Account will be cancelled in 24 hours if not resolved,1
Your parcel from Amazon could not be delivered | A redelivery fee of £99.99 is required | Please pay here to reschedule: http://paypal-secure-verify.com/login | Your parcel will be returned after 5 days if not claimed,1
"Hey | So I know this sounds too good to be true | But I've been paid out already | $1000 in, £10000 out | Crypto trading platform | My referral gets you a bonus | Link: http://invest-now-crypto.com",1
Hi it's me Emma | I know this is random but I really need your help | Can you send £30 to my Revolut? | I'll explain everything when I see you | Just don't tell mum/dad yet please,1
Your parcel from HSBC could not be delivered | A redelivery fee of £49.99 is required | Please pay here to reschedule: http://hmrc-tax-rebate.net/claim-now | Your parcel will be returned after 5 days if not claimed | Do not reply to this message,1
Hey | Just to let you know I've sent the £15 I owe you | Should be in your account | bank transfer | Let me know,0
Hi | Zoe here | Had to change numbers | Listen I need a huge favour | Can you transfer 50 quid via Revolut asap | It's urgent please | Don't say anything to anyone,1
Hey it's Ryan | New number don't ask why | I really need your help right now | £40 via bank transfer please | It's genuinely urgent | Keep this between us okay?,1
I need $100 urgently | Please don't ask why right now | Revolut transfer | I promise I'll explain everything tonight | Just please send it now | It's a genuine emergency | Please,1
Urgent | Got into trouble | Can't explain on here | Need £250 right now | PayPal please | Please don't ask questions just send it | I'll call you as soon as I can | Please hurry | Please don't tell anyone yet,1
Hey! I've been watching your posts and thought you'd be interested | My cousin works in finance and gave me this tip | $500 investment | £5000 return in 7 days | Completely legit | I can vouch for it personally | Don't miss this,1
Hiya | It's Emma using my friend's phone | Really embarrassing situation | Could you lend me £350? | Send it to PayPal | Don't tell the others I'll explain,1
I need help urgently | I'm stuck abroad | Lost everything | Passport wallet phone | Need £150 for emergency accommodation | PayPal please | Will sort everything when home | Please | Please don't tell anyone yet | Time is critical,1
Darling I am so sorry to ask this | You know I would never ask unless absolutely necessary | stuck at customs and need to pay fees | I need $500 transferred urgently | As soon as I am there with you I will sort everything | Please trust me my love | Please don't tell anyone about our situation | Time is running out please hurry,1
Can you remind me what time the thing starts tomorrow? | I keep forgetting to check | Also should I bring anything?,0
Hey | Can you cover me for lunch today? | I'll pay you back £20 tomorrow | Forgot my wallet | Thanks,0
Hey! | Long time no speak | How have you been? | We should definitely catch up | Free next week?,0
Hi | This is Zoe | Had an emergency and need £20 urgently | Can you do a BACS transfer right now? | I'll explain everything soon | Please don't mention to family or friends,1
Please read this quickly | Had a medical emergency | In A&E now | Need £50 for medication | They won't release me without payment | PayPal transfer please | Tell no one yet just help me,1
Hey | The group chat is doing a collection for James's leaving do | Can you chip in £30? | Monzo to me | No rush,0
Hiya | Sorry to bother you | It's Sophie on a borrowed phone | Really need 100 quid transferred to bank transfer | Will pay back with interest | Please just keep quiet about this for now,1
Quick question — are you open to investment opportunities? | I found this platform that uses AI to trade bitcoin | Minimum is £1500 | I made £1500 last month | Zero risk they say | Want the details?,1
Hello my love | I hope you are well | I miss you so much | I am counting the days until we meet | Unfortunately something terrible has happened | visa fees | I need £200 urgently | Please send via Western Union | I would not ask if I had any other option | Please don't tell anyone about our situation,1
Emergency | I've been mugged | They took my wallet and phone | Using stranger's phone | Need £75 sent to Revolut urgently | Please don't call the old number | Just send the money first,1
Morning! | Did you see the match last night? | Absolutely unbelievable result | We should watch the next one together,0
My dearest | You have made me the happiest person | I want to spend my life with you | But I am facing a crisis | emergency surgery for my mother | Can you send £1000? | Once I am there with you everything will be perfect | I love you so much,1
Emergency | I've been mugged | They took my wallet and phone | Using stranger's phone | Need £150 sent to bank transfer urgently | Please don't call the old number | Just send the money first,1
Hello my dear | I was just thinking about our future together | The house we will share | Our life | But first I must get past this problem | business deal gone wrong | £150 would save everything | I will spend my whole life making it up to you,1
Hey | Can you cover me for lunch today? | I'll pay you back £30 tomorrow | Forgot my wallet | Thanks,0
Emergency situation | I'm okay but I need money right now | £250 via PayPal | Please don't contact my parents yet | I don't want them to worry | Just send it and I'll explain | Thank you please hurry | Time is critical,1
URGENT please read | I'm in hospital right now | Had an accident | Need £100 immediately for treatment | Please send to PayPal | Will explain everything later | Please hurry | Please don't tell anyone yet | Time is critical,1
